,Year,Country,Emigrants
7401,1995,Latin America and the Caribbean,19669704.0
7402,1995,Latin America and the Caribbean,19669704.0
7403,1995,Latin America and the Caribbean,19669704.0
7404,1995,Latin America and the Caribbean,19669704.0
7405,1995,Latin America and the Caribbean,19669704.0
7406,1995,Latin America and the Caribbean,19669704.0
7407,1995,Latin America and the Caribbean,19669704.0
7408,1995,Latin America and the Caribbean,19669704.0
7409,1995,Latin America and the Caribbean,19669704.0
7410,1995,Latin America and the Caribbean,19669704.0
7411,1995,Latin America and the Caribbean,19669704.0
7412,1995,Latin America and the Caribbean,19669704.0
7413,1995,Latin America and the Caribbean,19669704.0
7414,1995,Latin America and the Caribbean,19669704.0
7415,1995,Latin America and the Caribbean,19669704.0
7416,1995,Latin America and the Caribbean,19669704.0
7417,1995,Latin America and the Caribbean,19669704.0
7418,1995,Latin America and the Caribbean,19669704.0
7419,1995,Latin America and the Caribbean,19669704.0
7420,1995,Latin America and the Caribbean,19669704.0
7421,1995,Latin America and the Caribbean,19669704.0
7422,1995,Latin America and the Caribbean,19669704.0
7423,1995,Latin America and the Caribbean,19669704.0
7424,1995,Latin America and the Caribbean,19669704.0
7425,1995,Latin America and the Caribbean,19669704.0
7426,1995,Latin America and the Caribbean,19669704.0
7427,1995,Latin America and the Caribbean,19669704.0
7428,1995,Latin America and the Caribbean,19669704.0
7429,1995,Latin America and the Caribbean,19669704.0
7430,1995,Latin America and the Caribbean,19669704.0
7431,1995,Latin America and the Caribbean,19669704.0
7432,1995,Latin America and the Caribbean,19669704.0
7433,1995,Latin America and the Caribbean,19669704.0
7434,1995,Latin America and the Caribbean,19669704.0
7435,1995,Latin America and the Caribbean,19669704.0
7436,1995,Latin America and the Caribbean,19669704.0
7437,1995,Latin America and the Caribbean,19669704.0
7438,1995,Latin America and the Caribbean,19669704.0
7439,1995,Latin America and the Caribbean,19669704.0
7440,1995,Latin America and the Caribbean,19669704.0
7441,1995,Latin America and the Caribbean,19669704.0
7442,1995,Latin America and the Caribbean,19669704.0
7443,1995,Latin America and the Caribbean,19669704.0
7444,1995,Latin America and the Caribbean,19669704.0
7445,1995,Latin America and the Caribbean,19669704.0
7446,1995,Latin America and the Caribbean,19669704.0
7447,1995,Latin America and the Caribbean,19669704.0
7448,1995,Latin America and the Caribbean,19669704.0
7449,1995,Latin America and the Caribbean,19669704.0
7450,1995,Latin America and the Caribbean,19669704.0
7451,1995,Latin America and the Caribbean,19669704.0
7452,1995,Latin America and the Caribbean,19669704.0
7453,1995,Latin America and the Caribbean,19669704.0
7454,1995,Latin America and the Caribbean,19669704.0
7455,1995,Latin America and the Caribbean,19669704.0
7456,1995,Latin America and the Caribbean,19669704.0
7457,1995,Latin America and the Caribbean,19669704.0
7458,1995,Latin America and the Caribbean,19669704.0
7459,1995,Latin America and the Caribbean,19669704.0
7460,1995,Latin America and the Caribbean,19669704.0
7461,1995,Latin America and the Caribbean,19669704.0
7462,1995,Latin America and the Caribbean,19669704.0
7463,1995,Latin America and the Caribbean,19669704.0
7464,1995,Latin America and the Caribbean,19669704.0
7465,1995,Latin America and the Caribbean,19669704.0
7466,1995,Latin America and the Caribbean,19669704.0
7467,1995,Latin America and the Caribbean,19669704.0
7468,1995,Latin America and the Caribbean,19669704.0
7469,1995,Latin America and the Caribbean,19669704.0
7470,1995,Latin America and the Caribbean,19669704.0
7471,1995,Latin America and the Caribbean,19669704.0
7472,1995,Latin America and the Caribbean,19669704.0
7473,1995,Latin America and the Caribbean,19669704.0
7474,1995,Latin America and the Caribbean,19669704.0
7475,1995,Latin America and the Caribbean,19669704.0
7476,1995,Latin America and the Caribbean,19669704.0
7477,1995,Latin America and the Caribbean,19669704.0
7478,1995,Latin America and the Caribbean,19669704.0
7479,1995,Latin America and the Caribbean,19669704.0
7480,1995,Latin America and the Caribbean,19669704.0
7481,1995,Latin America and the Caribbean,19669704.0
7482,1995,Latin America and the Caribbean,19669704.0
7483,1995,Latin America and the Caribbean,19669704.0
7484,1995,Latin America and the Caribbean,19669704.0
7485,1995,Latin America and the Caribbean,19669704.0
7486,1995,Latin America and the Caribbean,19669704.0
7487,1995,Latin America and the Caribbean,19669704.0
7488,1995,Latin America and the Caribbean,19669704.0
7489,1995,Latin America and the Caribbean,19669704.0
7490,1995,Latin America and the Caribbean,19669704.0
7491,1995,Latin America and the Caribbean,19669704.0
7492,1995,Latin America and the Caribbean,19669704.0
7493,1995,Latin America and the Caribbean,19669704.0
7494,1995,Latin America and the Caribbean,19669704.0
7495,1995,Latin America and the Caribbean,19669704.0
7496,1995,Latin America and the Caribbean,19669704.0
7497,1995,Latin America and the Caribbean,19669704.0
7498,1995,Latin America and the Caribbean,19669704.0
